0 , 433.974332 , 390.738960
1 , 409.801013 , 290.220752
2 , 400.078612 , 290.220752
3 , 389.636471 , 290.220752
4 , 387.986632 , 290.220752
5 , 387.986632 , 290.220752
6 , 387.986632 , 290.220752
7 , 376.580554 , 290.220752
8 , 375.513129 , 290.220752
9 , 374.452804 , 290.220752
10 , 374.043122 , 290.220752
11 , 371.806744 , 290.220752
12 , 363.040105 , 290.220752
13 , 362.001273 , 290.220752
14 , 360.908457 , 290.220752
15 , 359.670941 , 290.220752
16 , 359.245007 , 290.220752
17 , 358.905042 , 290.220752
18 , 358.126721 , 290.220752
19 , 357.802742 , 290.220752
20 , 357.802742 , 290.220752
21 , 357.802742 , 290.220752
22 , 357.802742 , 290.220752
23 , 357.802742 , 290.220752
24 , 357.802742 , 290.220752
25 , 357.802742 , 290.220752
26 , 356.973714 , 290.220752
27 , 352.578718 , 290.220752
28 , 352.578718 , 290.220752
29 , 352.578718 , 290.220752
30 , 352.578718 , 290.220752
31 , 352.578718 , 290.220752
32 , 352.578718 , 290.220752
33 , 349.696800 , 290.220752
34 , 348.630753 , 290.220752
35 , 348.630753 , 290.220752
36 , 348.630753 , 290.220752
37 , 348.630753 , 290.220752
38 , 348.630753 , 290.220752
39 , 348.630753 , 290.220752
40 , 348.406121 , 290.220752
41 , 348.406121 , 290.220752
42 , 348.070840 , 290.220752
43 , 348.070840 , 290.220752
44 , 348.070840 , 290.220752
45 , 348.070840 , 290.220752
46 , 342.930842 , 290.220752
47 , 342.930842 , 290.220752
48 , 342.930842 , 290.220752
49 , 341.146855 , 290.220752
50 , 337.263896 , 290.220752
51 , 337.263896 , 290.220752
52 , 334.378632 , 290.220752
53 , 334.378632 , 290.220752
54 , 334.378632 , 290.220752
55 , 334.378632 , 290.220752
56 , 334.324265 , 290.220752
57 , 334.324265 , 290.220752
58 , 329.832998 , 290.220752
59 , 329.832998 , 290.220752
60 , 329.832998 , 290.220752
61 , 327.638269 , 290.220752
62 , 325.251432 , 290.220752
63 , 325.251432 , 290.220752
64 , 325.251432 , 290.220752
